EventID,Region,CustomerType,PeakDemandBeforeMW,PeakDemandAfterMW,DemandReductionMW,ProgramCost,cpm,quartile,CostPerMW,EfficiencyQuartile,ReductionPct
1921,North,Residential,656.6,557.39,99.21,67733.55,682.7290595706079,Q4 (worst),682.73,Q4 worst,15.11
1922,West,Residential,888.42,869.62,18.8,65890.71,3504.8250000000003,Q4 (worst),3504.82,Q4 worst,2.12
1923,Central,Industrial,1611.82,1409.25,202.57,23852.2,117.7479389840549,Q1 (best),117.75,Q1 best,12.57
1924,South,Industrial,1368.31,1125.91,242.4,13291.83,54.83428217821782,Q1 (best),54.83,Q1 best,17.72
1925,North,Residential,1091.34,1047.39,43.95,72735.43,1654.9585893060294,Q4 (worst),1654.96,Q4 worst,4.03
1926,East,Commercial,1448.4,1333.68,114.72,65500.77,570.9620815899582,Q3,570.96,Q3,7.92
1927,West,Commercial,2075.14,1785.97,289.17,84016.29,290.54289864093784,Q2,290.54,Q2,13.93
1928,North,Industrial,1418.04,1201.04,217.0,68757.49,316.8547926267281,Q2,316.85,Q2,15.3
1929,Central,Commercial,766.83,687.79,79.04,71970.01,910.5517459514168,Q4 (worst),910.55,Q4 worst,10.31
1930,Central,Industrial,2127.57,1982.32,145.25,92873.51,639.4045438898451,Q3,639.4,Q3,6.83
1931,South,Industrial,2405.38,2352.23,53.15,81617.4,1535.6048918156162,Q4 (worst),1535.6,Q4 worst,2.21
1932,West,Residential,1679.15,1584.52,94.63,22903.56,242.03275916728313,Q2,242.03,Q2,5.64
1933,South,Industrial,2376.12,1912.78,463.34,49867.89,107.62699097854707,Q1 (best),107.63,Q1 best,19.5
1934,North,Commercial,2113.32,1699.54,413.78,13202.82,31.90782541447146,Q1 (best),31.91,Q1 best,19.58
1935,South,Residential,2447.64,2240.93,206.71,88244.66,426.9007788689468,Q3,426.9,Q3,8.45
1936,South,Industrial,1376.58,1216.11,160.47,8444.63,52.624353461706235,Q1 (best),52.62,Q1 best,11.66
1937,Central,Commercial,1317.9,1177.21,140.69,76169.28,541.3979671618451,Q3,541.4,Q3,10.68
1938,Central,Industrial,885.04,848.87,36.17,82962.03,2293.6696157036217,Q4 (worst),2293.67,Q4 worst,4.09
1939,South,Industrial,1543.91,1240.08,303.83,10104.84,33.25820360069776,Q1 (best),33.26,Q1 best,19.68
1940,Central,Residential,2434.89,2287.46,147.43,53611.14,363.6379298650207,Q3,363.64,Q3,6.05
1941,East,Industrial,2039.14,1820.61,218.53,20906.28,95.66778016748272,Q1 (best),95.67,Q1 best,10.72
1942,Central,Industrial,2176.67,1813.19,363.48,40976.23,112.73310773632663,Q1 (best),112.73,Q1 best,16.7
1943,West,Industrial,2442.37,2111.86,330.51,29326.34,88.7305679101994,Q1 (best),88.73,Q1 best,13.53
1944,Central,Commercial,1169.01,1082.65,86.36,32576.55,377.2180407596109,Q3,377.22,Q3,7.39
1945,East,Industrial,1274.41,1049.05,225.36,36338.08,161.2445864394746,Q1 (best),161.24,Q1 best,17.68
1946,East,Residential,838.31,702.77,135.54,88353.12,651.8601150951748,Q4 (worst),651.86,Q4 worst,16.17
1947,West,Residential,1890.97,1678.67,212.3,39643.8,186.73480923221857,Q2,186.73,Q2,11.23
1948,East,Industrial,2456.09,2341.19,114.9,26585.02,231.3752828546562,Q2,231.38,Q2,4.68
1949,North,Industrial,763.55,727.3,36.25,61900.73,1707.6063448275863,Q4 (worst),1707.61,Q4 worst,4.75
1950,Central,Residential,2017.74,1897.47,120.27,5309.88,44.14966325767024,Q1 (best),44.15,Q1 best,5.96
1951,Central,Industrial,611.12,509.75,101.37,26169.17,258.1549768175989,Q2,258.15,Q2,16.59
1952,South,Commercial,1226.89,1195.2,31.69,24089.34,760.1558851372672,Q4 (worst),760.16,Q4 worst,2.58
1953,South,Commercial,1710.63,1387.54,323.09,33471.7,103.59868767216565,Q1 (best),103.6,Q1 best,18.89
1954,North,Industrial,1784.99,1635.25,149.74,77005.79,514.2633230933618,Q3,514.26,Q3,8.39
1955,South,Industrial,1566.25,1424.41,141.84,13036.46,91.90961646926112,Q1 (best),91.91,Q1 best,9.06
1956,South,Industrial,842.38,688.0,154.38,75122.97,486.61076564321803,Q3,486.61,Q3,18.33
1957,West,Commercial,1230.18,1005.59,224.59,41244.55,183.64375083485464,Q2,183.64,Q2,18.26
1958,South,Residential,750.5,661.98,88.52,71052.31,802.6695661997289,Q4 (worst),802.67,Q4 worst,11.79
1959,West,Industrial,1764.19,1418.94,345.25,24912.58,72.15808834178132,Q1 (best),72.16,Q1 best,19.57
1960,East,Commercial,1470.39,1325.57,144.82,53172.31,367.161372738572,Q3,367.16,Q3,9.85
1961,West,Commercial,1694.92,1398.75,296.17,6823.79,23.040112097781677,Q1 (best),23.04,Q1 best,17.47
1962,Central,Industrial,1049.1,900.41,148.69,6102.26,41.040150649001276,Q1 (best),41.04,Q1 best,14.17
1963,East,Commercial,1101.58,990.11,111.47,30664.19,275.0891719745223,Q2,275.09,Q2,10.12
1964,Central,Industrial,629.31,592.16,37.15,50573.77,1361.3397039030956,Q4 (worst),1361.34,Q4 worst,5.9
1965,South,Commercial,1682.26,1448.31,233.95,99876.55,426.914084206027,Q3,426.91,Q3,13.91
1966,North,Residential,525.9,438.11,87.79,20310.51,231.35334320537643,Q2,231.35,Q2,16.69
1967,East,Residential,2377.32,1927.28,450.04,40717.27,90.4747800195538,Q1 (best),90.47,Q1 best,18.93
1968,North,Industrial,734.09,619.87,114.22,5344.05,46.78734022062686,Q1 (best),46.79,Q1 best,15.56
1969,North,Residential,1907.22,1789.74,117.48,68500.96,583.0861423220974,Q3,583.09,Q3,6.16
1970,East,Industrial,880.36,857.85,22.51,22423.1,996.1394935584184,Q4 (worst),996.14,Q4 worst,2.56
1971,South,Industrial,544.91,508.53,36.38,43330.07,1191.0409565695436,Q4 (worst),1191.04,Q4 worst,6.68
1972,West,Industrial,1339.87,1311.48,28.39,19178.89,675.5508982035927,Q4 (worst),675.55,Q4 worst,2.12
1973,Central,Commercial,1150.51,1040.06,110.45,13950.13,126.30267089180623,Q1 (best),126.3,Q1 best,9.6
1974,East,Commercial,2406.5,2184.88,221.62,58708.36,264.9055139427849,Q2,264.91,Q2,9.21
1975,North,Residential,741.48,673.62,67.86,73504.33,1083.1760978485117,Q4 (worst),1083.18,Q4 worst,9.15
1976,East,Industrial,1978.55,1838.37,140.18,54774.43,390.74354401483805,Q3,390.74,Q3,7.08
1977,North,Residential,1343.09,1111.99,231.1,32904.57,142.38238857637387,Q1 (best),142.38,Q1 best,17.21
1978,Central,Commercial,674.94,607.66,67.28,47229.62,701.9860285374555,Q4 (worst),701.99,Q4 worst,9.97
1979,South,Residential,1048.36,999.77,48.59,38413.23,790.558345338547,Q4 (worst),790.56,Q4 worst,4.63
1980,East,Commercial,1563.3,1516.11,47.19,52309.79,1108.4931129476586,Q4 (worst),1108.49,Q4 worst,3.02
1981,North,Commercial,1589.88,1290.41,299.47,43820.19,146.3258089291081,Q1 (best),146.33,Q1 best,18.84
1982,South,Commercial,2075.87,1720.17,355.7,17444.79,49.04354793365196,Q1 (best),49.04,Q1 best,17.13
1983,East,Residential,2323.95,2222.55,101.4,92156.91,908.8452662721893,Q4 (worst),908.85,Q4 worst,4.36
1984,North,Commercial,2229.86,2148.36,81.5,48333.74,593.0520245398773,Q3,593.05,Q3,3.65
1985,Central,Commercial,1301.18,1108.35,192.83,60587.5,314.20162837732715,Q2,314.2,Q2,14.82
1986,South,Industrial,1932.4,1873.61,58.79,13462.96,229.00085048477632,Q2,229.0,Q2,3.04
1987,North,Residential,569.27,479.6,89.67,75499.43,841.9697780751644,Q4 (worst),841.97,Q4 worst,15.75
1988,South,Industrial,2324.94,2149.12,175.82,25129.91,142.92975770674553,Q1 (best),142.93,Q1 best,7.56
1989,West,Industrial,2094.0,1744.84,349.16,29167.35,83.5357715660442,Q1 (best),83.54,Q1 best,16.67
1990,Central,Commercial,565.49,452.43,113.06,47219.93,417.6537236865381,Q3,417.65,Q3,19.99
1991,West,Industrial,2271.26,1950.28,320.98,13939.24,43.427129416163,Q1 (best),43.43,Q1 best,14.13
1992,East,Industrial,2101.71,1916.91,184.8,80593.12,436.10995670995663,Q3,436.11,Q3,8.79
1993,Central,Commercial,848.43,731.66,116.77,24516.04,209.95152864605637,Q2,209.95,Q2,13.76
1994,East,Residential,759.17,676.32,82.85,7269.11,87.73820156910078,Q1 (best),87.74,Q1 best,10.91
1995,North,Residential,550.34,450.47,99.87,90035.21,901.5240813056975,Q4 (worst),901.52,Q4 worst,18.15
1996,South,Commercial,2281.77,2157.8,123.97,68409.06,551.8194724530128,Q3,551.82,Q3,5.43
1997,East,Industrial,1970.21,1595.03,375.18,34808.41,92.77789327789328,Q1 (best),92.78,Q1 best,19.04
1998,Central,Commercial,1936.58,1884.31,52.27,80972.17,1549.1136407116892,Q4 (worst),1549.11,Q4 worst,2.7
1999,West,Industrial,1738.4,1648.15,90.25,76811.74,851.0996121883657,Q4 (worst),851.1,Q4 worst,5.19
2000,East,Residential,2004.45,1937.89,66.56,51304.53,770.8012319711538,Q4 (worst),770.8,Q4 worst,3.32
2001,Central,Industrial,1831.5,1562.13,269.37,80477.45,298.7617403571296,Q2,298.76,Q2,14.71
2002,Central,Industrial,1625.53,1348.09,277.44,19290.86,69.53164648212227,Q1 (best),69.53,Q1 best,17.07
2003,North,Residential,2323.14,2216.34,106.8,90543.75,847.7879213483146,Q4 (worst),847.79,Q4 worst,4.6
2004,Central,Residential,799.78,711.17,88.61,17996.21,203.0945717187676,Q2,203.09,Q2,11.08
2005,Central,Commercial,971.84,779.97,191.87,9277.46,48.3528430708292,Q1 (best),48.35,Q1 best,19.74
2006,South,Residential,1093.19,911.24,181.95,80008.96,439.7304754053312,Q3,439.73,Q3,16.64
2007,East,Residential,2381.6,1999.02,382.58,57421.04,150.0889748549323,Q1 (best),150.09,Q1 best,16.06
2008,North,Commercial,1013.79,992.34,21.45,34146.74,1591.9226107226107,Q4 (worst),1591.92,Q4 worst,2.12
2009,South,Commercial,558.47,517.02,41.45,38906.34,938.6330518697224,Q4 (worst),938.63,Q4 worst,7.42
2010,North,Residential,2493.37,2152.38,340.99,12923.49,37.89990908824306,Q1 (best),37.9,Q1 best,13.68
2011,East,Commercial,808.48,747.39,61.09,88866.57,1454.6827631363562,Q4 (worst),1454.68,Q4 worst,7.56
2012,Central,Commercial,2415.29,2208.6,206.69,61392.98,297.02927088877067,Q2,297.03,Q2,8.56
2013,Central,Commercial,1159.51,1019.6,139.91,86295.2,616.7907940819098,Q3,616.79,Q3,12.07
2014,North,Residential,2215.26,1974.2,241.06,19825.93,82.24479382726292,Q1 (best),82.24,Q1 best,10.88
2015,North,Commercial,2008.71,1771.46,237.25,42615.52,179.62284510010537,Q2,179.62,Q2,11.81
2016,East,Commercial,1556.75,1275.94,280.81,26448.98,94.18816993696805,Q1 (best),94.19,Q1 best,18.04
2017,Central,Residential,1570.86,1531.17,39.69,42424.33,1068.8921642731168,Q4 (worst),1068.89,Q4 worst,2.53
2018,East,Residential,746.29,666.82,79.47,7770.67,97.78117528627155,Q1 (best),97.78,Q1 best,10.65
2019,West,Industrial,1982.34,1708.05,274.29,70665.71,257.6313755514237,Q2,257.63,Q2,13.84
2020,North,Residential,1164.22,1118.72,45.5,47821.43,1051.0204395604396,Q4 (worst),1051.02,Q4 worst,3.91
2021,West,Industrial,1583.93,1527.38,56.55,85376.82,1509.7580901856766,Q4 (worst),1509.76,Q4 worst,3.57
2022,North,Commercial,742.46,689.91,52.55,23230.34,442.0616555661275,Q3,442.06,Q3,7.08
2023,Central,Residential,1218.54,1126.89,91.65,95644.96,1043.589307146754,Q4 (worst),1043.59,Q4 worst,7.52
2024,South,Industrial,1533.79,1296.51,237.28,76375.79,321.88043661496965,Q2,321.88,Q2,15.47
2025,East,Commercial,938.77,783.75,155.02,22985.34,148.2733840794736,Q1 (best),148.27,Q1 best,16.51
2026,South,Industrial,1478.34,1208.01,270.33,74224.4,274.56960011837384,Q2,274.57,Q2,18.29
2027,West,Industrial,2384.55,2024.53,360.02,37223.32,103.39236709071719,Q1 (best),103.39,Q1 best,15.1
2028,Central,Commercial,1763.81,1727.09,36.72,36637.45,997.7519063180828,Q4 (worst),997.75,Q4 worst,2.08
2029,North,Residential,600.45,535.47,64.98,16076.28,247.4035087719298,Q2,247.4,Q2,10.82
2030,East,Residential,1675.58,1386.37,289.21,40145.87,138.81217800214378,Q1 (best),138.81,Q1 best,17.26
2031,Central,Residential,1664.49,1411.1,253.39,38646.24,152.51683176131655,Q1 (best),152.52,Q1 best,15.22
2032,East,Residential,2264.41,2124.88,139.53,90772.43,650.5585178814591,Q4 (worst),650.56,Q4 worst,6.16
2033,Central,Commercial,1855.72,1761.31,94.41,14938.68,158.23196695265332,Q1 (best),158.23,Q1 best,5.09
2034,North,Industrial,2362.49,2204.3,158.19,59525.1,376.28864024274606,Q3,376.29,Q3,6.7
2035,South,Industrial,1545.65,1385.14,160.51,83560.9,520.5962245342969,Q3,520.6,Q3,10.38
2036,East,Industrial,2450.57,2212.97,237.6,19640.76,82.6631313131313,Q1 (best),82.66,Q1 best,9.7
2037,West,Commercial,2050.96,1728.23,322.73,62407.69,193.37430669599973,Q2,193.37,Q2,15.74
2038,South,Industrial,2203.4,1812.14,391.26,97091.61,248.15112712774115,Q2,248.15,Q2,17.76
2039,West,Commercial,2438.17,2385.62,52.55,91529.84,1741.766698382493,Q4 (worst),1741.77,Q4 worst,2.16
2040,South,Commercial,1947.92,1891.55,56.37,59421.27,1054.1293241085684,Q4 (worst),1054.13,Q4 worst,2.89
2041,North,Industrial,2004.88,1823.08,181.8,76186.37,419.0669416941694,Q3,419.07,Q3,9.07
2042,South,Industrial,1946.23,1663.3,282.93,31631.45,111.79956172904959,Q1 (best),111.8,Q1 best,14.54
2043,North,Residential,2482.48,2364.19,118.29,67159.28,567.7511201284977,Q3,567.75,Q3,4.76
2044,North,Commercial,1245.82,1068.07,177.75,99847.12,561.7278199718705,Q3,561.73,Q3,14.27
2045,South,Residential,1901.86,1822.99,78.87,85746.86,1087.192341828325,Q4 (worst),1087.19,Q4 worst,4.15
2046,North,Commercial,549.8,462.84,86.96,47165.32,542.3794848206072,Q3,542.38,Q3,15.82
2047,West,Residential,845.05,678.19,166.86,48769.39,292.2772983339326,Q2,292.28,Q2,19.75
2048,East,Industrial,1595.7,1429.87,165.83,36060.97,217.45745643128504,Q2,217.46,Q2,10.39
2049,East,Residential,2206.14,1966.6,239.54,50790.83,212.03485847875095,Q2,212.03,Q2,10.86
2050,North,Industrial,1274.45,1211.91,62.54,42943.43,686.6554205308603,Q4 (worst),686.66,Q4 worst,4.91
2051,East,Commercial,1007.18,955.47,51.71,95417.79,1845.2483078708178,Q4 (worst),1845.25,Q4 worst,5.13
2052,Central,Industrial,1883.34,1787.1,96.24,24759.35,257.26672901080633,Q2,257.27,Q2,5.11
2053,South,Industrial,1738.33,1701.38,36.95,94358.18,2553.6719891745597,Q4 (worst),2553.67,Q4 worst,2.13
2054,Central,Residential,1591.31,1501.89,89.42,65640.71,734.0719078505928,Q4 (worst),734.07,Q4 worst,5.62
2055,South,Residential,736.28,716.0,20.28,70963.41,3499.181952662722,Q4 (worst),3499.18,Q4 worst,2.75
2056,West,Commercial,1596.67,1429.64,167.03,51622.14,309.0590911812249,Q2,309.06,Q2,10.46
2057,South,Residential,1650.69,1468.57,182.12,57114.66,313.6100373380189,Q2,313.61,Q2,11.03
2058,Central,Residential,893.29,759.54,133.75,50477.51,377.40194392523364,Q3,377.4,Q3,14.97
2059,West,Residential,608.97,497.22,111.75,19010.45,170.11588366890382,Q1 (best),170.12,Q1 best,18.35
2060,West,Commercial,1348.81,1249.11,99.7,32420.48,325.1803410230692,Q2,325.18,Q2,7.39
2061,West,Industrial,2217.67,2023.82,193.85,74896.49,386.36311581119423,Q3,386.36,Q3,8.74
2062,East,Industrial,622.18,582.12,40.06,54668.8,1364.6729905142286,Q4 (worst),1364.67,Q4 worst,6.44
2063,South,Industrial,1766.63,1715.52,51.11,42400.92,829.6012522011348,Q4 (worst),829.6,Q4 worst,2.89
2064,Central,Commercial,1532.91,1242.53,290.38,44190.51,152.18165851642675,Q1 (best),152.18,Q1 best,18.94
2065,East,Commercial,1208.84,1110.08,98.76,12765.52,129.25799918995546,Q1 (best),129.26,Q1 best,8.17
2066,North,Commercial,2208.08,1814.43,393.65,6936.5,17.62098310682078,Q1 (best),17.62,Q1 best,17.83
2067,East,Commercial,1115.99,936.37,179.62,47883.16,266.5803362654493,Q2,266.58,Q2,16.1
2068,North,Residential,1515.06,1468.97,46.09,78644.06,1706.3150357995225,Q4 (worst),1706.32,Q4 worst,3.04
2069,North,Residential,1814.39,1457.07,357.32,30135.17,84.33664502406806,Q1 (best),84.34,Q1 best,19.69
2070,West,Residential,805.71,668.16,137.55,37339.06,271.45808796801157,Q2,271.46,Q2,17.07
2071,South,Industrial,2114.77,1697.19,417.58,48313.91,115.6997701039322,Q1 (best),115.7,Q1 best,19.75
2072,Central,Commercial,504.77,470.87,33.9,34115.88,1006.3681415929203,Q4 (worst),1006.37,Q4 worst,6.72
2073,West,Commercial,666.45,633.35,33.1,69133.66,2088.6302114803625,Q4 (worst),2088.63,Q4 worst,4.97
2074,West,Industrial,2264.93,2005.02,259.91,57944.49,222.94059482128426,Q2,222.94,Q2,11.48
2075,South,Industrial,1381.09,1257.87,123.22,66327.79,538.287534491154,Q3,538.29,Q3,8.92
2076,North,Commercial,1476.47,1188.59,287.88,96853.04,336.4354592191191,Q3,336.44,Q3,19.5
2077,Central,Industrial,2013.09,1846.21,166.88,26411.51,158.26647890699903,Q1 (best),158.27,Q1 best,8.29
2078,West,Commercial,1714.65,1667.62,47.03,73530.61,1563.4830958962364,Q4 (worst),1563.48,Q4 worst,2.74
2079,East,Industrial,552.83,491.15,61.68,72779.46,1179.9523346303504,Q4 (worst),1179.95,Q4 worst,11.16
2080,East,Commercial,1558.61,1479.49,79.12,23574.48,297.95854398382204,Q2,297.96,Q2,5.08
2081,South,Residential,1253.54,1227.38,26.16,50105.95,1915.3650611620794,Q4 (worst),1915.37,Q4 worst,2.09
2082,South,Residential,889.13,776.29,112.84,82852.2,734.2449485997872,Q4 (worst),734.24,Q4 worst,12.69
2083,South,Commercial,651.58,522.53,129.05,71780.54,556.2227043781479,Q3,556.22,Q3,19.81
2084,North,Commercial,904.41,776.57,127.84,35088.29,274.4703535669587,Q2,274.47,Q2,14.14
2085,West,Commercial,1188.94,993.54,195.4,33092.26,169.35649948822928,Q1 (best),169.36,Q1 best,16.43
2086,North,Commercial,1163.06,1078.05,85.01,46791.72,550.4260675214681,Q3,550.43,Q3,7.31
2087,South,Commercial,1753.65,1564.56,189.09,80397.94,425.183457612777,Q3,425.18,Q3,10.78
2088,South,Commercial,1737.39,1658.75,78.64,25265.53,321.2809003051882,Q2,321.28,Q2,4.53
2089,East,Residential,1099.41,1067.2,32.21,31459.98,976.7146848804719,Q4 (worst),976.71,Q4 worst,2.93
2090,North,Residential,2367.81,1953.26,414.55,60315.7,145.49680376311662,Q1 (best),145.5,Q1 best,17.51
2091,East,Residential,2364.15,2102.13,262.02,58339.42,222.65254560720555,Q2,222.65,Q2,11.08
2092,North,Industrial,1721.13,1410.57,310.56,48401.02,155.85078567748582,Q1 (best),155.85,Q1 best,18.04
2093,Central,Industrial,1710.96,1408.59,302.37,80999.9,267.88338790223895,Q2,267.88,Q2,17.67
2094,East,Commercial,1098.21,976.59,121.62,57071.93,469.26434796908404,Q3,469.26,Q3,11.07
2095,East,Commercial,1595.82,1542.29,53.53,49579.6,926.2021296469269,Q4 (worst),926.2,Q4 worst,3.35
2096,East,Industrial,1191.08,1060.17,130.91,5508.98,42.08219387365365,Q1 (best),42.08,Q1 best,10.99
2097,Central,Industrial,1927.89,1844.61,83.28,26513.98,318.37151777137365,Q2,318.37,Q2,4.32
2098,East,Industrial,1061.27,946.57,114.7,51642.75,450.241935483871,Q3,450.24,Q3,10.81
2099,South,Commercial,512.94,442.82,70.12,7672.12,109.41414717626924,Q1 (best),109.41,Q1 best,13.67
2100,East,Industrial,1397.76,1302.54,95.22,60939.91,639.9906532241126,Q3,639.99,Q3,6.81
2101,South,Industrial,573.4,530.81,42.59,38651.9,907.5346325428504,Q4 (worst),907.53,Q4 worst,7.43
2102,South,Industrial,2165.5,2094.17,71.33,28512.69,399.72928641525306,Q3,399.73,Q3,3.29
2103,South,Industrial,1829.74,1470.34,359.4,45779.8,127.37840845854203,Q1 (best),127.38,Q1 best,19.64
2104,South,Industrial,1657.57,1406.52,251.05,65075.21,259.21214897430787,Q2,259.21,Q2,15.15
2105,North,Commercial,673.29,617.03,56.26,87860.47,1561.6862779950231,Q4 (worst),1561.69,Q4 worst,8.36
2106,South,Commercial,1148.13,963.0,185.13,58876.22,318.0263598552369,Q2,318.03,Q2,16.12
2107,South,Commercial,746.86,633.33,113.53,31312.77,275.81053466044216,Q2,275.81,Q2,15.2
2108,Central,Commercial,1066.49,992.71,73.78,50451.01,683.8033342369206,Q4 (worst),683.8,Q4 worst,6.92
2109,Central,Commercial,1042.8,974.55,68.25,29604.69,433.76835164835165,Q3,433.77,Q3,6.54
2110,North,Residential,810.16,652.12,158.04,22895.09,144.86895722601875,Q1 (best),144.87,Q1 best,19.51
2111,West,Residential,1334.29,1091.54,242.75,60140.0,247.74459320288364,Q2,247.74,Q2,18.19
2112,South,Residential,1665.86,1430.23,235.63,93508.18,396.8432712303187,Q3,396.84,Q3,14.14
2113,East,Industrial,1971.77,1651.04,320.73,89406.93,278.7607333270975,Q2,278.76,Q2,16.27
2114,Central,Commercial,1285.45,1243.39,42.06,61037.13,1451.1918687589157,Q4 (worst),1451.19,Q4 worst,3.27
2115,East,Industrial,2431.95,2132.52,299.43,42010.59,140.30187355976355,Q1 (best),140.3,Q1 best,12.31
2116,West,Commercial,759.81,651.49,108.32,94732.72,874.5635155096013,Q4 (worst),874.56,Q4 worst,14.26
2117,East,Commercial,1355.12,1211.73,143.39,23173.79,161.61371085849783,Q1 (best),161.61,Q1 best,10.58
2118,South,Commercial,1861.84,1720.63,141.21,84952.7,601.605410381701,Q3,601.61,Q3,7.58
2119,Central,Commercial,2359.68,2301.27,58.41,55040.91,942.3199794555728,Q4 (worst),942.32,Q4 worst,2.48
2120,South,Commercial,1595.3,1549.99,45.31,25616.76,565.3665857426616,Q3,565.37,Q3,2.84
2121,East,Residential,1860.53,1541.98,318.55,82601.15,259.3035630199341,Q2,259.3,Q2,17.12
2122,North,Commercial,1092.79,961.7,131.09,51039.83,389.34953085666336,Q3,389.35,Q3,12.0
2123,East,Industrial,1558.36,1285.47,272.89,27779.6,101.79779398292352,Q1 (best),101.8,Q1 best,17.51
2124,East,Commercial,1975.18,1919.61,55.57,41302.71,743.2555335612741,Q4 (worst),743.26,Q4 worst,2.81
2125,West,Industrial,1303.86,1064.9,238.96,83796.01,350.6696099765651,Q3,350.67,Q3,18.33
2126,East,Industrial,2084.77,1926.95,157.82,86780.57,549.8705487263973,Q3,549.87,Q3,7.57
2127,South,Industrial,1217.35,1106.06,111.29,80396.89,722.4089316200916,Q4 (worst),722.41,Q4 worst,9.14
2128,West,Commercial,2027.81,1653.6,374.21,17668.76,47.216162048047885,Q1 (best),47.22,Q1 best,18.45
2129,North,Commercial,849.13,703.44,145.69,40598.85,278.66600315738896,Q2,278.67,Q2,17.16
2130,North,Commercial,1454.2,1379.18,75.02,84886.93,1131.5239936017063,Q4 (worst),1131.52,Q4 worst,5.16
2131,East,Industrial,1934.62,1693.06,241.56,61432.77,254.31681569796322,Q2,254.32,Q2,12.49
2132,South,Residential,1192.95,982.9,210.05,45542.88,216.81923351582955,Q2,216.82,Q2,17.61
2133,South,Industrial,813.99,708.7,105.29,68283.19,648.5249311425587,Q4 (worst),648.52,Q4 worst,12.94
2134,South,Residential,1032.62,829.84,202.78,14651.14,72.25140546404971,Q1 (best),72.25,Q1 best,19.64
2135,West,Industrial,1140.1,1022.76,117.34,82666.29,704.5022157831941,Q4 (worst),704.5,Q4 worst,10.29
2136,North,Commercial,1673.54,1448.36,225.18,91581.68,406.704325428546,Q3,406.7,Q3,13.46
2137,South,Commercial,2017.85,1686.63,331.22,42341.05,127.83361511985991,Q1 (best),127.83,Q1 best,16.41
2138,West,Residential,969.32,863.94,105.38,67448.23,640.0477320174606,Q3,640.05,Q3,10.87
2139,South,Commercial,2399.2,2280.77,118.43,78217.77,660.4557122350756,Q4 (worst),660.46,Q4 worst,4.94
2140,South,Residential,1995.04,1852.65,142.39,84812.44,595.6348058150152,Q3,595.63,Q3,7.14
2141,East,Residential,1132.38,957.74,174.64,6004.33,34.38118415025195,Q1 (best),34.38,Q1 best,15.42
2142,West,Commercial,760.4,715.7,44.7,17414.82,389.593288590604,Q3,389.59,Q3,5.88
2143,Central,Residential,516.24,498.86,17.38,55631.58,3200.896432681243,Q4 (worst),3200.9,Q4 worst,3.37
2144,South,Commercial,2448.23,2198.97,249.26,27691.03,111.09295514723581,Q1 (best),111.09,Q1 best,10.18
2145,West,Industrial,2496.19,2428.65,67.54,88897.69,1316.2228309150132,Q4 (worst),1316.22,Q4 worst,2.71
2146,Central,Commercial,759.23,732.43,26.8,39839.03,1486.5309701492536,Q4 (worst),1486.53,Q4 worst,3.53
2147,South,Industrial,1040.5,868.39,172.11,85786.05,498.4373365870664,Q3,498.44,Q3,16.54
2148,North,Commercial,1359.15,1268.54,90.61,80842.3,892.2006401059487,Q4 (worst),892.2,Q4 worst,6.67
2149,Central,Commercial,1527.59,1235.7,291.89,35521.92,121.69625543869266,Q1 (best),121.7,Q1 best,19.11
2150,East,Industrial,2213.36,1790.97,422.39,27942.98,66.154454414167,Q1 (best),66.15,Q1 best,19.08
2151,West,Commercial,809.12,785.54,23.58,70676.66,2997.3138252756576,Q4 (worst),2997.31,Q4 worst,2.91
2152,East,Commercial,1121.9,981.06,140.84,15630.8,110.98267537631354,Q1 (best),110.98,Q1 best,12.55
2153,South,Residential,1329.57,1295.72,33.85,13154.28,388.6050221565731,Q3,388.61,Q3,2.55
2154,East,Commercial,987.72,918.17,69.55,64022.14,920.5196261682244,Q4 (worst),920.52,Q4 worst,7.04
2155,East,Commercial,2038.24,1674.61,363.63,50063.52,137.6770893490636,Q1 (best),137.68,Q1 best,17.84
2156,West,Commercial,1505.42,1291.74,213.68,41343.13,193.4815144140771,Q2,193.48,Q2,14.19
2157,North,Commercial,1900.87,1782.82,118.05,17106.22,144.90656501482425,Q1 (best),144.91,Q1 best,6.21
2158,East,Commercial,1980.43,1746.5,233.93,79437.24,339.576967468901,Q3,339.58,Q3,11.81
2159,North,Commercial,1875.6,1594.49,281.11,98821.99,351.54206538365764,Q3,351.54,Q3,14.99
2160,South,Residential,817.48,721.59,95.89,39620.13,413.18312649911354,Q3,413.18,Q3,11.73
2161,North,Industrial,1046.57,913.23,133.34,15608.19,117.05557222138893,Q1 (best),117.06,Q1 best,12.74
2162,Central,Commercial,2298.08,1899.96,398.12,59939.98,150.55757058173415,Q1 (best),150.56,Q1 best,17.32
2163,South,Industrial,884.9,745.66,139.24,47989.5,344.65311692042513,Q3,344.65,Q3,15.74
2164,South,Industrial,1762.58,1643.46,119.12,31112.78,261.1885493619879,Q2,261.19,Q2,6.76
2165,West,Industrial,1494.08,1223.14,270.94,57390.11,211.8185207056913,Q2,211.82,Q2,18.13
2166,West,Commercial,1846.76,1554.53,292.23,45424.68,155.4415357766143,Q1 (best),155.44,Q1 best,15.82
2167,North,Commercial,1897.13,1635.9,261.23,54343.58,208.02962906251196,Q2,208.03,Q2,13.77
2168,Central,Residential,1259.4,1024.36,235.04,97720.36,415.76055139550715,Q3,415.76,Q3,18.66
