SubstationID,Region,InfrastructureAgeYears,CapacityMW,CurrentUtilizationPct,AnnualMaintenanceCost,OutagesLast5Years,ProjectedLoadGrowthPct,RiskScore,RiskTier,UtilizationBand,PriorityRank
1338,West,9,1431,89.94,858613.09,2,0.1,36.78,Low,85-90%,463
1339,South,51,1371,101.95,344897.7,3,2.71,65.4,Elevated,Over 100%,70
1340,North,39,398,93.84,64492.73,3,6.13,65.01,Elevated,90-100%,75
1341,South,53,794,86.41,996680.69,2,3.44,60.0,Elevated,85-90%,144
1342,West,9,327,101.46,982655.06,2,1.41,42.86,Moderate,Over 100%,405
1343,North,20,1480,78.76,277240.37,2,8.42,54.47,Moderate,70-85%,236
1344,East,19,1362,56.73,201164.99,2,8.78,48.18,Moderate,Under 70%,328
1345,East,28,634,56.4,642098.53,1,11.29,53.7,Moderate,Under 70%,244
1346,East,28,786,77.1,944731.92,2,5.49,51.31,Moderate,70-85%,286
1347,East,26,1366,95.98,775372.38,3,6.33,60.85,Elevated,90-100%,124
1348,Central,19,1462,86.53,554240.78,2,9.14,57.84,Elevated,85-90%,181
1349,East,48,1353,84.44,291682.47,2,2.11,54.75,Moderate,70-85%,234
1350,Central,26,400,49.23,943029.15,3,8.24,50.65,Moderate,Under 70%,295
1351,East,20,1400,83.61,252873.23,1,1.15,38.38,Low,70-85%,446
1352,North,45,812,54.39,303043.97,4,0.63,47.58,Moderate,Under 70%,341
1353,North,9,1268,97.09,825345.4,2,5.43,49.59,Moderate,90-100%,310
1354,East,1,505,45.36,938645.9,4,1.75,29.51,Low,Under 70%,494
1355,Central,10,1038,73.66,236703.61,1,11.74,52.58,Moderate,70-85%,257
1356,North,32,1030,62.78,665797.36,2,9.5,56.63,Elevated,Under 70%,204
1357,Central,44,523,99.44,960178.21,4,4.07,67.57,Elevated,90-100%,52
1358,West,20,1351,92.07,340083.86,0,1.55,38.72,Low,90-100%,443
1359,Central,54,737,77.88,286718.46,5,0.06,60.08,Elevated,70-85%,142
1360,East,26,1219,70.38,546143.03,4,4.21,51.93,Moderate,70-85%,273
1361,North,26,787,74.3,294250.4,3,1.88,45.45,Moderate,70-85%,376
1362,West,23,1427,92.14,715243.1,4,9.55,67.94,Elevated,90-100%,47
1363,Central,14,451,93.21,718819.38,5,10.16,68.88,Elevated,90-100%,37
1364,East,29,1107,63.01,753819.52,1,9.44,52.38,Moderate,Under 70%,264
1365,East,6,1263,94.15,373650.9,1,9.38,52.4,Moderate,90-100%,263
1366,Central,19,759,45.61,919098.8,0,0.78,22.84,Low,Under 70%,500
1367,North,16,826,80.99,371305.74,2,5.0,46.7,Moderate,70-85%,356
1368,South,46,1158,50.44,60717.29,5,4.73,57.99,Elevated,Under 70%,179
1369,North,35,932,78.41,253003.54,3,2.57,51.66,Moderate,70-85%,279
1370,South,48,1436,68.17,108707.48,1,11.2,65.05,Elevated,Under 70%,74
1371,South,13,517,94.97,700710.49,2,9.31,58.31,Elevated,90-100%,172
1372,South,16,1237,49.13,607772.91,3,3.43,37.0,Low,Under 70%,461
1373,South,20,925,89.14,471611.79,1,9.95,57.64,Elevated,85-90%,185
1374,Central,38,1049,50.85,405834.32,5,1.17,47.8,Moderate,Under 70%,339
1375,South,25,606,78.97,937409.99,5,3.22,55.13,Elevated,70-85%,227
1376,South,35,802,80.71,857971.1,1,8.2,57.61,Elevated,70-85%,187
1377,North,4,470,102.74,812826.68,5,11.81,71.04,Critical,Over 100%,24
1378,North,54,665,74.79,948399.31,1,0.48,48.0,Moderate,70-85%,331
1379,South,40,367,58.6,685829.78,3,4.6,51.78,Moderate,Under 70%,276
1380,Central,25,402,76.87,206064.88,4,1.15,47.36,Moderate,70-85%,345
1381,West,26,364,104.46,160075.0,1,2.48,49.7,Moderate,Over 100%,308
1382,North,16,1077,54.44,433454.14,3,6.12,43.97,Moderate,Under 70%,398
1383,West,35,956,83.65,697274.29,3,9.73,67.56,Elevated,70-85%,53
1384,North,22,1055,45.15,841754.38,2,0.37,29.08,Low,Under 70%,496
1385,South,33,1468,94.84,971029.33,1,7.23,59.11,Elevated,90-100%,163
1386,West,23,1134,77.31,860462.05,2,3.28,44.95,Moderate,70-85%,383
1387,East,46,1079,78.63,878844.94,3,0.26,51.51,Moderate,70-85%,283
1388,Central,9,624,63.36,778007.21,1,5.64,36.89,Low,Under 70%,462
1389,East,27,1235,46.84,345337.25,0,8.2,41.25,Moderate,Under 70%,423
1390,North,13,720,76.49,406959.4,4,11.38,62.91,Elevated,70-85%,93
1391,North,16,650,92.79,492018.54,1,2.85,42.94,Moderate,90-100%,404
1392,Central,9,760,51.65,608245.3,1,5.96,34.02,Low,Under 70%,478
1393,East,6,1097,95.94,687093.64,2,5.51,48.2,Moderate,90-100%,327
1394,South,34,1142,64.19,667098.06,4,6.67,58.2,Elevated,Under 70%,177
1395,North,7,1091,55.26,174773.67,2,9.54,44.46,Moderate,Under 70%,390
1396,Central,10,1210,92.96,602084.04,2,3.63,45.15,Moderate,90-100%,379
1397,East,17,862,79.4,712626.72,2,7.61,51.84,Moderate,70-85%,275
1398,South,25,759,80.68,831728.9,1,11.04,59.28,Elevated,70-85%,157
1399,South,2,686,101.0,995402.52,3,4.02,48.14,Moderate,Over 100%,329
1400,West,18,1312,100.6,201800.65,3,9.18,64.74,Elevated,Over 100%,76
1401,West,47,980,89.32,838846.37,0,2.64,50.88,Moderate,85-90%,292
1402,North,47,943,92.2,908181.82,3,11.75,78.96,Critical,90-100%,3
1403,South,19,1317,64.94,524974.92,3,8.25,52.58,Moderate,Under 70%,257
1404,South,51,664,74.45,870013.47,1,0.2,46.14,Moderate,70-85%,367
1405,North,51,464,65.42,175004.36,0,8.42,56.87,Elevated,Under 70%,199
1406,North,8,1026,84.22,888457.76,2,9.37,53.21,Moderate,70-85%,250
1407,North,25,1299,86.39,545183.54,1,10.66,60.24,Elevated,85-90%,139
1408,West,24,894,52.96,258937.0,6,4.4,52.29,Moderate,Under 70%,268
1409,North,28,306,95.77,256174.94,2,11.81,69.55,Elevated,90-100%,32
1410,Central,35,1468,47.56,355662.24,2,2.89,40.05,Moderate,Under 70%,435
1411,West,43,483,91.32,968231.78,5,1.62,62.84,Elevated,90-100%,95
1412,West,49,520,66.65,340930.22,0,10.79,61.18,Elevated,Under 70%,116
1413,West,6,1024,50.77,769951.18,1,3.81,28.25,Low,Under 70%,497
1414,Central,20,470,50.71,872457.4,6,5.39,51.99,Moderate,Under 70%,272
1415,East,35,1411,82.12,541775.64,2,11.03,66.7,Elevated,70-85%,59
1416,West,28,1419,80.27,206098.14,2,0.75,42.78,Moderate,70-85%,406
1417,South,27,347,104.01,287026.73,5,3.32,63.64,Elevated,Over 100%,88
1418,South,23,448,75.64,989403.19,4,8.5,60.89,Elevated,70-85%,122
1419,South,48,350,81.84,770228.81,0,8.24,60.23,Elevated,70-85%,140
1420,Central,32,905,88.1,381606.95,0,2.23,43.69,Moderate,85-90%,399
1421,South,48,752,48.55,743000.89,2,8.5,56.76,Elevated,Under 70%,201
1422,Central,21,1011,88.69,222982.9,3,11.2,66.41,Elevated,85-90%,61
1423,North,16,777,85.96,903122.72,2,4.59,47.37,Moderate,85-90%,344
1424,West,3,630,84.88,391314.68,3,1.14,37.94,Low,70-85%,451
1425,South,26,939,47.84,771284.42,1,9.41,46.57,Moderate,Under 70%,359
1426,South,4,1103,71.45,72471.75,5,10.94,59.91,Elevated,70-85%,147
1427,West,31,438,68.18,686212.56,4,4.44,53.73,Moderate,Under 70%,243
1428,West,21,1107,46.85,413878.17,2,11.99,52.44,Moderate,Under 70%,261
1429,Central,30,1332,76.9,427351.55,1,1.85,41.77,Moderate,70-85%,416
1430,North,15,1304,96.63,157963.11,4,10.39,67.77,Elevated,90-100%,49
1431,South,14,1399,46.71,915663.5,4,3.0,37.61,Low,Under 70%,453
1432,South,51,1127,98.82,117506.94,2,7.16,70.37,Critical,90-100%,28
1433,North,1,1236,61.19,576750.94,4,4.78,40.32,Moderate,Under 70%,433
1434,North,52,410,94.66,860125.58,3,10.34,78.88,Critical,90-100%,4
1435,North,20,1413,66.4,530170.45,1,6.71,44.34,Moderate,Under 70%,393
1436,North,44,1251,103.07,650580.41,4,5.07,70.66,Critical,Over 100%,25
1437,West,13,515,50.14,410216.98,4,3.03,38.3,Low,Under 70%,449
1438,West,36,868,96.76,203759.52,5,3.96,66.35,Elevated,90-100%,62
1439,Central,23,1230,77.0,378530.39,3,9.69,60.68,Elevated,70-85%,129
1440,South,2,1458,104.18,690438.13,3,11.3,63.65,Elevated,Over 100%,87
1441,South,50,1108,63.05,442255.08,2,5.74,56.4,Elevated,Under 70%,210
1442,Central,24,918,73.65,514255.41,3,9.32,59.34,Elevated,70-85%,156
1443,East,51,873,79.2,442233.17,2,4.92,60.0,Elevated,70-85%,144
1444,West,31,832,93.27,53778.47,3,2.45,54.28,Moderate,90-100%,237
1445,West,48,1014,92.84,127509.19,6,9.08,83.21,Critical,90-100%,2
1446,Central,40,619,66.72,57753.16,3,8.04,61.1,Elevated,Under 70%,117
1447,East,42,1345,81.8,586831.1,6,0.82,60.98,Elevated,70-85%,121
1448,East,5,1341,48.95,230826.94,2,9.3,41.28,Moderate,Under 70%,422
1449,South,2,654,87.9,79392.34,5,2.12,46.41,Moderate,85-90%,363
1450,South,19,687,98.18,102508.21,1,8.44,56.93,Elevated,90-100%,197
1451,North,40,1445,99.65,276892.76,3,6.0,66.9,Elevated,90-100%,57
1452,North,20,581,53.55,575505.21,5,9.28,57.62,Elevated,Under 70%,186
1453,Central,43,1408,58.86,429578.7,3,6.92,57.7,Elevated,Under 70%,183
1454,East,32,551,48.81,416984.04,4,11.08,61.6,Elevated,Under 70%,113
1455,West,19,533,53.59,81738.4,3,7.08,46.84,Moderate,Under 70%,353
1456,Central,43,530,71.72,478000.12,3,7.49,62.7,Elevated,70-85%,96
1457,North,27,635,53.95,434698.77,4,2.28,43.54,Moderate,Under 70%,401
1458,South,40,1461,60.4,599905.06,3,2.23,47.58,Moderate,Under 70%,341
1459,West,32,701,55.21,826804.16,5,7.53,59.42,Elevated,Under 70%,155
1460,South,47,725,51.55,649057.35,0,7.1,48.46,Moderate,Under 70%,320
1461,South,34,1022,60.45,932521.83,3,2.17,45.08,Moderate,Under 70%,380
1462,East,16,1395,68.01,861179.52,3,4.17,44.14,Moderate,Under 70%,396
1463,Central,7,1406,75.97,668077.32,1,5.86,40.31,Moderate,70-85%,434
1464,Central,5,361,62.54,692392.27,6,5.62,50.0,Moderate,Under 70%,303
1465,South,27,350,98.7,378551.47,2,9.89,66.19,Elevated,90-100%,64
1466,North,19,1484,61.65,339549.1,3,6.42,47.94,Moderate,Under 70%,335
1467,East,4,1168,94.96,466565.13,1,3.9,40.89,Moderate,90-100%,428
1468,South,36,800,87.26,138006.27,2,0.36,47.3,Moderate,85-90%,347
1469,North,16,709,90.55,853268.05,3,9.11,60.78,Elevated,90-100%,126
1470,East,12,890,75.99,257712.3,1,7.39,45.38,Moderate,70-85%,377
1471,East,31,899,47.12,359303.76,2,10.33,53.2,Moderate,Under 70%,251
1472,East,18,1086,57.83,518980.78,4,1.02,38.59,Low,Under 70%,445
1473,Central,46,967,94.17,422504.24,3,2.61,60.87,Elevated,90-100%,123
1474,South,5,1391,90.17,694987.43,5,2.83,49.71,Moderate,90-100%,306
1475,Central,50,536,46.3,448157.85,1,10.68,58.25,Elevated,Under 70%,174
1476,East,2,511,91.56,237011.62,3,8.26,53.79,Moderate,90-100%,241
1477,East,52,1490,97.44,409200.33,1,5.8,64.63,Elevated,90-100%,77
1478,West,53,1338,85.39,801078.09,3,2.96,61.74,Elevated,85-90%,111
1479,East,31,1313,79.39,329431.27,2,11.8,65.82,Elevated,70-85%,67
1480,Central,50,658,69.61,397576.97,4,7.59,68.06,Elevated,Under 70%,45
1481,North,30,1328,74.29,493743.53,4,5.46,57.21,Elevated,70-85%,192
1482,West,39,1393,75.47,859915.09,4,3.08,56.4,Elevated,70-85%,210
1483,East,35,615,67.08,666307.26,1,11.54,60.2,Elevated,Under 70%,141
1484,North,52,1205,53.19,642903.09,4,2.61,53.98,Moderate,Under 70%,240
1485,North,44,1025,84.1,181220.34,1,9.12,64.07,Elevated,70-85%,82
1486,South,13,1277,57.04,853518.8,5,7.21,51.73,Moderate,Under 70%,278
1487,East,31,1183,103.89,93114.79,4,3.19,61.95,Elevated,Over 100%,107
1488,Central,31,924,79.62,522951.23,3,0.52,46.33,Moderate,70-85%,365
1489,Central,3,857,58.4,303973.57,4,2.24,35.2,Low,Under 70%,473
1490,North,30,688,91.08,892857.41,2,7.53,60.38,Elevated,90-100%,137
1491,East,47,994,48.11,511425.65,3,3.94,50.11,Moderate,Under 70%,302
1492,Central,4,903,85.84,805244.15,2,6.63,46.61,Moderate,85-90%,357
1493,Central,39,601,54.24,395590.0,2,11.61,61.09,Elevated,Under 70%,118
1494,North,52,896,90.02,496971.35,3,4.77,66.35,Elevated,90-100%,62
1495,Central,21,422,69.97,717784.53,1,1.48,35.35,Low,Under 70%,472
1496,North,54,784,72.49,647716.42,0,2.23,47.81,Moderate,70-85%,338
1497,West,42,1147,89.98,475406.63,4,6.51,68.81,Elevated,85-90%,39
1498,South,14,1063,64.63,736315.9,3,2.34,38.67,Low,Under 70%,444
1499,West,36,640,94.65,744153.65,3,4.46,60.72,Elevated,90-100%,127
